name,team,gp,toi,g,a,firsta,points,shots,ifenwick,icorsi,shpct,g_60,a_60,firsta_60,points_60,shots_60,ifenwick_60,icorsi_60,igp,iap,ipp
"KASSIAN, ZACK",Vancouver,198,2302:30,31,29,19,60,229,316,418,13.54,0.81,0.76,0.50,1.56,5.97,8.23,10.89,34.1,31.9,65.9
"COYLE, CHARLIE",Minnesota,189,2494:44,25,40,22,65,264,354,440,9.47,0.60,0.96,0.53,1.56,6.35,8.51,10.58,25.0,40.0,65.0
"CHIMERA, JASON",Washington,368,4352:25,43,70,45,113,627,808,989,6.86,0.59,0.96,0.62,1.56,8.64,11.14,13.63,26.5,43.2,69.8
"MONAHAN, SEAN",Calgary,156,2158:25,33,23,15,56,241,319,438,13.69,0.92,0.64,0.42,1.56,6.70,8.87,12.18,43.4,30.3,73.7
"FROLIK, MICHAEL",Winnipeg,351,4434:59,40,75,43,115,735,968,1297,5.44,0.54,1.01,0.58,1.56,9.94,13.10,17.55,23.7,44.4,68.0
"RAFFL, MICHAEL",Philadelphia,135,1581:25,23,18,11,41,208,291,368,11.06,0.87,0.68,0.42,1.56,7.89,11.04,13.96,34.8,27.3,62.1
"BOEDKER, MIKKEL",Arizona,291,3743:07,39,58,30,97,361,490,655,10.80,0.63,0.93,0.48,1.55,5.79,7.85,10.50,28.5,42.3,70.8
"MALONE, RYAN",NY Rangers,209,2470:13,24,40,22,64,296,379,450,8.11,0.58,0.97,0.53,1.55,7.19,9.21,10.93,23.8,39.6,63.4
"RAKELL, RICKARD",Anaheim,93,1005:40,7,19,10,26,113,169,215,6.19,0.42,1.13,0.60,1.55,6.74,10.08,12.83,19.4,52.8,72.2
"ULLSTROM, DAVID",NY Islanders,49,465:15,5,7,3,12,61,83,108,8.20,0.64,0.90,0.39,1.55,7.87,10.70,13.93,26.3,36.8,63.2
"KOVALCHUK, ILYA",New Jersey,195,3295:25,39,46,31,85,407,562,740,9.58,0.71,0.84,0.56,1.55,7.41,10.23,13.47,34.8,41.1,75.9
"RITOLA, MATTIAS",Tampa Bay,36,310:13,4,4,3,8,51,65,78,7.84,0.77,0.77,0.58,1.55,9.86,12.57,15.09,44.4,44.4,88.9
"HANZAL, MARTIN",Arizona,266,3613:57,34,59,32,93,461,646,801,7.38,0.56,0.98,0.53,1.54,7.65,10.73,13.30,24.8,43.1,67.9
"MOLLER, OSCAR",Los Angeles,13,155:32,1,3,2,4,17,21,34,5.88,0.39,1.16,0.77,1.54,6.56,8.10,13.12,20.0,60.0,80.0
"STAAL, JORDAN",Carolina,280,4053:43,43,61,40,104,442,633,805,9.73,0.64,0.90,0.59,1.54,6.54,9.37,11.91,29.3,41.5,70.7
